;;;COD. ARTIC.;NOMBRE;;STOCK;;;;LISTA 1;;LISTA 2;;LISTA 3;;LISTA 4;CATEGORIA;;;;;;;;;;;;;
933;;933;1035;CARTUCHO ALTER. HP 92 XL ;;60,000;10,5;1450,00;70,00;2723,83;60,00;2563,60;50,00;2403,38;30,00;2082,93;CARTUCHO TINTA;;;;1;12,50;0,00;1602,25;0,00;1602,25;1;1;1;0
934;;934;1036;CARTUCHO ALTER. HP 93 XL ;;20,000;10,5;1624,00;70,00;3050,68;60,00;2871,23;30,00;2332,88;100,00;3589,04;CARTUCHO TINTA;;;;1;14,00;0,00;1794,52;0,00;1794,52;1;0;1;0
935;;935;1037;TECLADO T-DAGGER T-TGK106 TANKER RAINBOW;;10,000;10,5;1624,00;50,00;2691,78;40,00;2512,33;30,00;2332,88;20,00;2153,42;TECLADO;;;;1;14,00;0,00;1794,52;0,00;1794,52;1;0;1;0
936;;936;1038;PARLANTE GENIUS SP-U115 NEGRO USB ;;0,0000;21;788,80;70,00;1622,56;50,00;1431,67;30,00;1240,78;100,00;1908,90;PARLANTE USB;;;;1;6,80;0,00;954,45;0,00;954,45;1;0;1;0
937;;937;1039;MOUSE T-DAGGER T-TGM301 RGB LIEUTENANT;;20,000;10,5;1392,00;50,00;2307,24;40,00;2153,42;30,00;1999,61;20,00;1845,79;MOUSE;;;;1;12,00;0,00;1538,16;0,00;1538,16;1;0;1;0
938;;938;1040;PARLANTE CH-222P;;10,000;10,5;350,90;65,00;639,77;50,00;581,62;30,00;504,08;100,00;775,49;PARLANTE PORTATIL;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
939;;939;1041;"PARLANTE BLUETOOTH HOUSE DX 800W 12""";;0,0000;10,5;11600,00;50,00;19227,00;40,00;17945,20;30,00;16663,40;20,00;15381,60;PARLANTE PORTATIL;;;;1;100,00;0,00;12818,00;0,00;12818,00;1;0;1;0
940;;940;1042;PARLANTE GTC SPG-125R BLUETOOTH ROJO;;0,0000;21;1508,00;70,00;3101,96;60,00;2919,49;50,00;2737,02;30,00;2372,08;PARLANTE PORTATIL;;;;1;13,00;0,00;1824,68;0,00;1824,68;1;0;1;0
941;;941;1043;PARLANTE GTC SPG-125Z BLUETOOTH AZUL;;0,0000;21;1508,00;70,00;3101,96;60,00;2919,49;50,00;2737,02;30,00;2372,08;PARLANTE PORTATIL;;;;1;13,00;0,00;1824,68;0,00;1824,68;1;0;1;0
942;;942;1044;PARLANTE GTC SPG-126N BLUETOOTH IMPER. NEGRO;;20,000;21;3016,00;70,00;6203,91;60,00;5838,98;50,00;5474,04;30,00;4744,17;PARLANTE PORTATIL;;;;1;26,00;0,00;3649,36;0,00;3649,36;1;0;1;0
943;;943;1045;MICROFONO MINI CORBATERO;;40,000;10,5;255,20;70,00;479,39;60,00;451,19;50,00;422,99;30,00;366,59;MICROFONO;;;;1;2,20;0,00;282,00;0,00;282,00;1;0;1;0
944;;944;1046;CARGADOR V8 3.1A TIME;;0,0000;10,5;382,80;70,00;719,09;60,00;676,79;50,00;634,49;30,00;549,89;PLOTTER;;;;1;3,30;0,00;422,99;0,00;422,99;1;0;1;0
945;;945;1047;CCTV FUENTE DE ALIMENTACION P/CAMARAS Y TIRA LED 1;;0,0000;10,5;580,00;70,00;1089,53;60,00;1025,44;50,00;961,35;30,00;833,17;SEGURIDAD;;;;1;5,00;0,00;640,90;0,00;640,90;1;0;1;0
946;;946;1048;CONTROL REMOTO TIRAS LED RGB;;10,000;10,5;85,00;65,00;154,98;50,00;140,89;30,00;122,10;100,00;187,85;LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
947;;947;1049;VELADOR PLEGABLE LED RECARGABLE 14 LED 2 INTENSIDA;;20,000;21;150,00;65,00;299,48;50,00;272,25;30,00;235,95;100,00;363,00;LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
948;;948;1050;LAMPARA LUZ STAR MASTER ;;10,000;10,5;696,00;70,00;1307,44;60,00;1230,53;50,00;1153,62;30,00;999,80;LED;;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
949;;949;1051;CABLE DE AUDIO STEREO 3.5 A 2 RCA 5 MTS;;30,000;10,5;313,20;70,00;588,35;60,00;553,74;50,00;519,13;30,00;449,91;CABLE DE AUDIO;;;;1;2,70;0,00;346,09;0,00;346,09;1;0;1;0
950;;950;1052;PILA 1220 CON CONECTORES;;290,000;21;139,20;150,00;421,08;100,00;336,86;80,00;303,18;50,00;252,65;PILAS;;;;1;1,20;0,00;168,43;0,00;168,43;1;0;1;0
951;;951;1053;CABLE DE AUDIO STEREO 3.5 A  3.5 MANOS LIBRES;;40,000;10,5;150,80;70,00;283,28;60,00;266,61;50,00;249,95;30,00;216,62;CABLE DE AUDIO;;;;1;1,30;0,00;166,63;0,00;166,63;1;0;1;0
952;;952;1054;"HDD WD 3.5"" BLUE 2TB SATA 6 GBS 64 MB";;0,0000;10,5;6148,00;50,00;10190,31;40,00;9510,96;30,00;8831,60;20,00;8152,25;DISCO SATA Y USB;;;;1;53,00;0,00;6793,54;0,00;6793,54;1;0;1;1
953;;953;1055;"HDD WD 3.5"" PURPLE 4TB SATA 5400 64 MB";;10,000;10,5;12180,00;50,00;20188,35;40,00;18842,46;30,00;17496,57;20,00;16150,68;DISCO SATA Y USB;;;;1;105,00;0,00;13458,90;0,00;13458,90;1;0;1;1
954;;954;1056;FUENTE GIGABYTE 750W P750GM 80+ GOLD MODULAR;;0,0000;21;12412,00;50,00;22527,78;40,00;21025,93;30,00;19524,08;20,00;18022,22;FUENTE;;;;1;107,00;0,00;15018,52;0,00;15018,52;1;0;1;0
955;;955;1057;VIDEO ATI-SENTEY RADEON RX 550 4GB DDR5 128BIT DVI;;0,0000;10,5;13920,00;50,00;23072,40;40,00;21534,24;30,00;19996,08;70,00;26148,72;PLACA DE VIDEO;;;;1;120,00;0,00;15381,60;0,00;15381,60;1;0;1;1
956;;956;1058;VIDEO ATI-MSI RADEON RX 5700 XT 8GB MECH OC;;0,0000;10,5;59740,00;50,00;99019,05;40,00;92417,78;30,00;85816,51;70,00;112221,59;PLACA DE VIDEO;;;;1;515,00;0,00;66012,70;0,00;66012,70;1;0;1;1
957;;957;1059;VIDEO ATI-ASUS DUAL RX 6700XT 12GB GAMING;;0,0000;10,5;139200,00;40,00;215342,40;30,00;199960,80;20,00;184579,20;0,00;153816,00;PLACA DE VIDEO;;;;1;1200,00;0,00;153816,00;0,00;153816,00;1;0;1;0
958;;958;1060;"SOPORTE FIJO LED 14-42""";;0,0000;10,5;1160,00;70,00;2179,06;60,00;2050,88;50,00;1922,70;30,00;1666,34;SOPORTE PARA LED;;;;1;10,00;0,00;1281,80;0,00;1281,80;1;0;1;0
959;;959;1061;TRANSMISOR FM BLUETOOTH CARG7;;0,0000;10,5;723,84;70,00;1359,73;50,00;1199,76;30,00;1039,80;100,00;1599,69;ARTICULOS VARIOS;;;;1;6,24;0,00;799,84;0,00;799,84;1;0;1;0
960;;960;1062;DRUM BROTHER DR 1060/1000/1050/1075 HL 1110;;100,000;21;696,00;70,00;1431,67;60,00;1347,46;50,00;1263,24;30,00;1094,81;CARTUCHO TONER;;;;1;6,00;0,00;842,16;0,00;842,16;1;0;1;0
961;;961;1063;DISPLAY NOTEBOOK MOD. B101XTN01.1;;0,0000;10,5;1500,00;70,00;2817,75;50,00;2486,25;30,00;2154,75;100,00;3315,00;REPUESTOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
962;;962;1064;MOTHER AM4 GIGABYTE B450M DS3H V2;;20,000;10,5;9048,00;50,00;14997,06;40,00;13997,26;30,00;12997,45;20,00;11997,65;MOTHERBOARD;;;;1;78,00;0,00;9998,04;0,00;9998,04;1;0;1;1
963;;963;1065;MICRO INTEL CORE I3 9100 3.6GHZ 1151v.2;;0,0000;10,5;12760,00;50,00;21149,70;40,00;19739,72;30,00;18329,74;70,00;23969,66;PROCESADOR;;;;1;110,00;0,00;14099,80;0,00;14099,80;1;0;1;1
964;;964;1066;TRIPODE PARA BAFLE CON SOMBRERO PROFESIONAL;;10,000;21;2900,00;50,00;5263,50;40,00;4912,60;30,00;4561,70;20,00;4210,80;PARLANTE PORTATIL;;;;1;25,00;0,00;3509,00;0,00;3509,00;1;0;1;1
965;;965;1067;"FUNDA 7"" CON TECLADO KELIX ROJA";;20,000;10,5;348,00;120,00;845,99;100,00;769,08;50,00;576,81;150,00;961,35;ACCESORIO NOTEBOOK/TABLET;;;;1;3,00;0,00;384,54;0,00;384,54;1;0;1;0
967;;967;1069;TECLADO REDRAGON K530 DRACONIC BLACK MECANICO;;10,000;10,5;6844,00;50,00;11343,93;40,00;10587,67;30,00;9831,41;20,00;9075,14;TECLADO;;;;1;59,00;0,00;7562,62;0,00;7562,62;1;0;1;0
968;;968;1070;AURICULAR SONY MDR-ZX310A C/ MICRO NEGRO;;10,000;21;2320,00;50,00;4210,80;40,00;3930,08;30,00;3649,36;20,00;3368,64;AURICULAR;;;;1;20,00;0,00;2807,20;0,00;2807,20;1;0;1;0
969;;969;1071;BANDEJA FIJA GLC 002 P/ RACK FIJA LIVIANA 2U X 400;;0,0000;21;2088,00;50,00;3789,72;40,00;3537,07;30,00;3284,42;20,00;3031,78;SERVIDOR;;;;1;18,00;0,00;2526,48;0,00;2526,48;1;0;1;1
970;;970;1072;GABINETE SENTEY Z20 LITE RGB TEMPLADO S/FUENTE;;40,000;10,5;9396,00;20,00;12459,10;20,00;12459,10;20,00;12459,10;20,00;12459,10;GABINETE;;;;1;81,00;0,00;10382,58;0,00;10382,58;1;1;1;0
971;;971;1073;GABINETE AEROCOOL BIONIC-G-BK-V2 BLACK MID TOWER;;0,0000;10,5;4408,00;50,00;7306,26;40,00;6819,18;30,00;6332,09;20,00;5845,01;GABINETE;;;;1;38,00;0,00;4870,84;0,00;4870,84;1;1;1;0
972;;972;1074;GABINETE EVGA MID-TOWER DG-75 TEMPERED WINDOWS GAM;;10,000;10,5;12180,00;50,00;20188,35;40,00;18842,46;30,00;17496,57;20,00;16150,68;GABINETE;;;;1;105,00;0,00;13458,90;0,00;13458,90;1;1;1;0
973;;973;1075;GABINETE TT V250 MID-TOWER TG ARGB;;10,000;10,5;11600,00;10,00;14099,80;0,00;12818,00;0,00;12818,00;0,00;12818,00;GABINETE;;;;1;100,00;0,00;12818,00;0,00;12818,00;1;1;1;0
974;;974;1076;MEDIA POINTER GENIUS 100 WIRELESS;;0,0000;10,5;562,65;65,00;1025,85;50,00;932,59;30,00;808,25;100,00;1243,46;MOUSE;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
975;;975;1077;MOUSE GENIUS MICRO TRAVELER RUBY USB;;10,000;10,5;754,00;70,00;1416,39;60,00;1333,07;30,00;1083,12;100,00;1666,34;MOUSE;;;;1;6,50;0,00;833,17;0,00;833,17;1;1;1;0
976;;976;1078;MOUSE GENIUS MICRO TRAVELER WHITE USB;;20,000;10,5;754,00;70,00;1416,39;60,00;1333,07;30,00;1083,12;100,00;1666,34;MOUSE;;;;1;6,50;0,00;833,17;0,00;833,17;1;1;1;0
977;;977;1079;MOUSE GENIUS MICRO TRAVELER SILVER USB;;10,000;10,5;754,00;70,00;1416,39;60,00;1333,07;30,00;1083,12;100,00;1666,34;MOUSE;;;;1;6,50;0,00;833,17;0,00;833,17;1;1;1;0
978;;978;1080;MOUSE GENIUS NX-7000 AZUL WIRELESS;;0,0000;10,5;696,00;70,00;1307,44;60,00;1230,53;30,00;999,80;20,00;922,90;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
979;;979;1081;MOUSE GENIUS NX 7000 RED WIRELESS;;0,0000;10,5;696,00;70,00;1307,44;60,00;1230,53;30,00;999,80;20,00;922,90;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;1;1;0
980;;980;1082;MOUSE GENIUS NX 7000 WHITE WIRELESS;;0,0000;10,5;696,00;70,00;1307,44;60,00;1230,53;30,00;999,80;20,00;922,90;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;0;1;0
981;;981;1083;TECLADO TT CHALLENGER PRIME 3 LUZ LED;;70,000;10,5;4408,00;0,00;4870,84;0,00;4870,84;0,00;4870,84;0,00;4870,84;TECLADO;;;;1;38,00;0,00;4870,84;0,00;4870,84;1;0;1;0
982;;982;1084;MODEM ROUTER TP-LINK TD-W8961N ADSL2 300MBPS WIFI;;10,000;10,5;3248,00;50,00;5383,56;40,00;5024,66;30,00;4665,75;20,00;4306,85;CONECTIVIDAD;;;;1;28,00;0,00;3589,04;0,00;3589,04;1;1;1;1
983;;983;1085;CARGADOR NOTEBOOK BANGHO ZERO 12V 2000 PIN FINO ;;10,000;10,5;3480,00;50,00;5768,10;40,00;5383,56;30,00;4999,02;20,00;4614,48;ACCESORIO NOTEBOOK/TABLET;;;;1;30,00;0,00;3845,40;0,00;3845,40;1;0;1;0
984;;984;1086;RAM KINGSTON DDR4 32GB 3200MHZ FURY BEAST BLACK;;20,000;10,5;17980,00;50,00;29801,85;40,00;27815,06;30,00;25828,27;20,00;23841,48;RAM;;;;1;155,00;0,00;19867,90;0,00;19867,90;1;1;1;0
985;;985;1087;GABINETE TT S100 TG NEGRO S/FUENTE;;10,000;10,5;8120,00;10,00;9869,86;0,00;8972,60;0,00;8972,60;0,00;8972,60;GABINETE;;;;1;70,00;0,00;8972,60;0,00;8972,60;1;0;1;0
986;;986;1088;SOPORTE PARA CELULAR AUTO FLEXIBLE ;;40,000;10,5;464,00;70,00;871,62;60,00;820,35;50,00;769,08;30,00;666,54;ARTICULOS VARIOS;;;;1;4,00;0,00;512,72;0,00;512,72;1;0;1;0
987;;987;1089;"TPU 10"" DE SILICONA PARA TABLET";;40,000;10,5;181,50;100,00;401,12;100,00;401,12;50,00;300,84;50,00;300,84;ACCESORIO NOTEBOOK/TABLET;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
988;;988;1090;TONER ALTER. HP CF410 BLACK;;30,000;21;1392,00;70,00;2863,34;60,00;2694,91;50,00;2526,48;30,00;2189,62;CARTUCHO TONER;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
989;;989;1091;TONER ALTER. HP CF411 CYAM;;30,000;21;1392,00;70,00;2863,34;60,00;2694,91;50,00;2526,48;30,00;2189,62;CARTUCHO TONER;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
990;;990;1092;TONER ALTER. HP CF412 YELLOW;;20,000;21;1392,00;70,00;2863,34;60,00;2694,91;50,00;2526,48;30,00;2189,62;CARTUCHO TONER;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
991;;991;1093;TONER ALTER. HP CF413 MAGENTA;;30,000;21;1392,00;70,00;2863,34;60,00;2694,91;50,00;2526,48;30,00;2189,62;CARTUCHO TONER;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
992;;992;1094;CARTUCHO ALTER. HP 664 XL COLOR;;80,000;10,5;1972,00;70,00;3704,40;60,00;3486,50;50,00;3268,59;30,00;2832,78;CARTUCHO TINTA;;;;1;17,00;0,00;2179,06;0,00;2179,06;1;1;1;0
993;;993;1095;TINTA ALTER. EPSON 664 70ML NEGRO ;;140,000;21;116,00;70,00;238,61;60,00;224,58;50,00;210,54;30,00;182,47;CARTUCHO TINTA;;;;1;1,00;0,00;140,36;0,00;140,36;1;1;1;0
994;;994;1096;TINTA ALTER. EPSON 100ML CYAN ;;60,000;21;174,00;70,00;357,92;50,00;315,81;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
995;;995;1097;TINTA ALTER. EPSON 100ML MAGENTA ;;40,000;21;174,00;70,00;357,92;50,00;315,81;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
996;;996;1098;TINTA ALTER. EPSON 100ML AMARILLO ;;10,000;21;174,00;70,00;357,92;50,00;315,81;30,00;273,70;100,00;421,08;CARTUCHO TINTA;;;;1;1,50;0,00;210,54;0,00;210,54;1;1;1;0
997;;997;1099;TINTA ALTER. BROTHER 50ML AMARILLO ;;100,000;21;139,20;70,00;286,33;60,00;269,49;50,00;252,65;30,00;218,96;CARTUCHO TINTA;;;;1;1,20;0,00;168,43;0,00;168,43;1;1;1;0
998;;998;1100;TINTA ALTER. BROTHER 50ML MAGENTA ;;70,000;21;139,20;70,00;286,33;60,00;269,49;50,00;252,65;30,00;218,96;CARTUCHO TINTA;;;;1;1,20;0,00;168,43;0,00;168,43;1;1;1;0
999;;999;1101;TINTA ALTER. BROTHER 50ML CYAN ;;80,000;21;139,20;70,00;286,33;60,00;269,49;50,00;252,65;30,00;218,96;CARTUCHO TINTA;;;;1;1,20;0,00;168,43;0,00;168,43;1;1;1;0
1000;;1000;1102;AURICULAR MANOS LIBRES MH-009;;30,000;10,5;197,20;70,00;370,44;50,00;326,86;30,00;283,28;100,00;435,81;AURICULAR;;;;1;1,70;0,00;217,91;0,00;217,91;1;0;1;0
1001;;1001;1103;AURICULAR XTECH SOUND ART XTH-350OR NARANJA NIÑOS;;40,000;10,5;986,00;70,00;1852,20;60,00;1743,25;30,00;1416,39;100,00;2179,06;AURICULAR;;;;1;8,50;0,00;1089,53;0,00;1089,53;1;0;1;0
1003;;1003;1105;AURICULAR LOGITECH INALAMBRICO G435 BLANCO;;0,0000;21;7424,00;50,00;13474,56;40,00;12576,26;30,00;11677,95;20,00;10779,65;AURICULAR;;;;1;64,00;0,00;8983,04;0,00;8983,04;1;0;1;0
1004;;1004;1106;PREAMPLIFICADOR BEHRINGER MIC800;;0,0000;21;6380,00;50,00;11579,70;30,00;10035,74;20,00;9263,76;100,00;15439,60;AURICULAR;INKTEC ARGENTINA SRL;;;1;55,00;0,00;7719,80;0,00;7719,80;1;0;1;0
1005;;1005;1107;BLUETOOTH DUAL EMISOR TRANSMISOR REC BT 5.0 3.5;;10,000;10,5;614,80;70,00;1154,90;60,00;1086,97;50,00;1019,03;30,00;883,16;PLACA DE AUDIO Y DATOS;;;;1;5,30;0,00;679,35;0,00;679,35;1;0;1;0
1006;;1006;1108;PARLANTE KANJI HARRISON BRONX;;10,000;21;3364,00;70,00;6919,75;50,00;6105,66;30,00;5291,57;100,00;8140,88;PARLANTE PORTATIL;MUNDO FIX SA;;;1;29,00;0,00;4070,44;0,00;4070,44;1;0;1;0
1007;;1007;1109;PARLANTE XTECH PORTATIL FLOYD C/ BLUETOOTH;;10,000;21;1624,00;70,00;3340,57;60,00;3144,06;50,00;2947,56;30,00;2554,55;PARLANTE PORTATIL;;;;1;14,00;0,00;1965,04;0,00;1965,04;1;0;1;0
1008;;1008;1110;PARLANTE XTECH MINI PORTATIL COMPAT C/BLUETOOTH NA;;30,000;21;1276,00;70,00;2624,73;60,00;2470,34;50,00;2315,94;30,00;2007,15;PARLANTE PORTATIL;;;;1;11,00;0,00;1543,96;0,00;1543,96;1;0;1;0
1009;;1009;1111;SILLA GAMER RIO TORO M3 NEGRA;;10,000;21;26680,00;50,00;48424,20;40,00;45195,92;30,00;41967,64;20,00;38739,36;ACCESORIO GAMER;;;;1;230,00;0,00;32282,80;0,00;32282,80;1;0;1;0
1010;;1010;1112;PARLANTE MTK K3546 BLUETOOTH PORTA CEL FM 8W;;10,000;10,5;925,65;65,00;1687,70;50,00;1534,27;30,00;1329,69;30,00;1329,69;PARLANTE PORTATIL;INKTEC ARGENTINA SRL;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1011;;1011;1113;PARLANTE MTK FT701 KARAOKE PARTY BTS USB 10W;;10,000;10,5;1815,00;65,00;3309,21;50,00;3008,37;30,00;2607,24;30,00;2607,24;PARLANTE PORTATIL;INKTEC ARGENTINA SRL;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1012;;1012;1114;PARLANTE GTC SPG-126Z BLUETOOTH IMPER. AZUL;;10,000;21;3016,00;70,00;6203,91;60,00;5838,98;50,00;5474,04;30,00;4744,17;PARLANTE PORTATIL;;;;1;26,00;0,00;3649,36;0,00;3649,36;1;0;1;0
1013;;1013;1115;PARLANTE XTECH KIT 2.1 USB 12W XTS-375 NEGRO;;0,0000;21;1740,00;70,00;3579,18;60,00;3368,64;50,00;3158,10;30,00;2737,02;PARLANTE USB;;;;1;15,00;0,00;2105,40;0,00;2105,40;1;0;1;0
1014;;1014;1116;WIFI USB NEXXT LYNX 301 DE 300 MBPS;;20,000;10,5;928,00;50,00;1538,16;40,00;1435,62;30,00;1333,07;20,00;1230,53;CONECTIVIDAD;;;;1;8,00;0,00;1025,44;0,00;1025,44;1;0;1;0
1015;;1015;1117;PARLANTE XTECH MINI PORTATIL COMPAT C/BLUETOOTH AZ;;10,000;21;1276,00;70,00;2624,73;60,00;2470,34;50,00;2315,94;30,00;2007,15;PARLANTE PORTATIL;;;;1;11,00;0,00;1543,96;0,00;1543,96;1;0;1;0
1016;;1016;1118;PARLANTE GTC SPG-127N BLUETOOTH LINTERNA NEGRO;;0,0000;21;1740,00;70,00;3579,18;60,00;3368,64;50,00;3158,10;30,00;2737,02;PARLANTE PORTATIL;;;;1;15,00;0,00;2105,40;0,00;2105,40;1;0;1;0
1017;;1017;1119;PARLANTE GTC DSP-659/MY223BT BLUETOOTH IMPER. GRIS;;10,000;21;1856,00;70,00;3817,79;60,00;3593,22;50,00;3368,64;30,00;2919,49;PARLANTE PORTATIL;;;;1;16,00;0,00;2245,76;0,00;2245,76;1;0;1;0
1019;;1019;1121;PILA NOGANET RECARGABLE AAx2  2700;;0,0000;21;812,00;70,00;1670,28;60,00;1572,03;30,00;1277,28;100,00;1965,04;PILAS;;;;1;7,00;0,00;982,52;0,00;982,52;1;0;1;0
1020;;1020;1122;PILA RECARGABLE AAAx2 OQT663;;30,000;21;580,00;70,00;1193,06;60,00;1122,88;50,00;1052,70;30,00;912,34;PILAS;;;;1;5,00;0,00;701,80;0,00;701,80;1;0;1;0
1021;;1021;1123;AURICULAR HYPERX GAMING CLOUD CORE 7.1;;0,0000;21;7192,00;50,00;13053,48;40,00;12183,25;30,00;11313,02;20,00;10442,78;AURICULAR;;;;1;62,00;0,00;8702,32;0,00;8702,32;1;0;1;0
1022;;1022;1124;CABLE HDMI 20 MTRS MALLADO;;20,000;10,5;2088,00;70,00;3922,31;60,00;3691,58;50,00;3460,86;30,00;2999,41;CABLE DE VIDEO;;;;1;18,00;0,00;2307,24;0,00;2307,24;1;0;1;0
1023;;1023;1125;"MONITOR REDRAGON JADE 27"" 165HZ GM3CC27";;0,0000;21;46400,00;50,00;84216,00;40,00;78601,60;30,00;72987,20;20,00;67372,80;MONITOR;;;;1;400,00;0,00;56144,00;0,00;56144,00;1;0;1;1
1024;;1024;1126;"MONITOR SAMSUNG 27"" CURVO F390";;0,0000;21;30160,00;50,00;54740,40;40,00;51091,04;30,00;47441,68;20,00;43792,32;MONITOR;;;;1;260,00;0,00;36493,60;0,00;36493,60;1;0;1;1
1025;;1025;1127;TECLADO TT ESPORTS NEPTUNE ELITE RGB;;20,000;10,5;10672,00;0,00;11792,56;0,00;11792,56;0,00;11792,56;0,00;11792,56;TECLADO;;;;1;92,00;0,00;11792,56;0,00;11792,56;1;0;1;0
1026;;1026;1128;PARLANTE GTC SPG-127A BLUETOOTH LINTERNA AMARILLO;;20,000;21;1740,00;70,00;3579,18;60,00;3368,64;50,00;3158,10;30,00;2737,02;PARLANTE PORTATIL;;;;1;15,00;0,00;2105,40;0,00;2105,40;1;0;1;0
1028;;1028;1130;AURICULAR TT ESPORTS G100 PULSE RGB;;20,000;21;6032,00;50,00;10948,08;40,00;10218,21;30,00;9488,34;20,00;8758,46;AURICULAR;;;;1;52,00;0,00;7298,72;0,00;7298,72;1;0;1;0
1029;;1029;1131;CABLE ADAPTADOR OTG TIPO C M/H 3.5 A CELULAR;;180,000;10,5;150,80;70,00;283,28;60,00;266,61;50,00;249,95;30,00;216,62;CABLE DE AUDIO;;;;1;1,30;0,00;166,63;0,00;166,63;1;0;1;0
1030;;1030;1132;AURICULAR KLIP EXTREME KHS-633BK DEPORTIVO ATHLETI;;0,0000;10,5;1682,00;50,00;2787,92;40,00;2602,05;30,00;2416,19;20,00;2230,33;AURICULAR;;;;1;14,50;0,00;1858,61;0,00;1858,61;1;0;1;0
1031;;1031;1133;AURICULAR KLIP PULSE KHS-628WH BLANCO INAL;;0,0000;10,5;2320,00;70,00;4358,12;60,00;4101,76;50,00;3845,40;30,00;3332,68;AURICULAR;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1032;;1032;1134;AURICULAR XTECH SOUND ART XTH-350YL AMARILLO NIÑOS;;10,000;10,5;986,00;70,00;1852,20;60,00;1743,25;30,00;1416,39;100,00;2179,06;AURICULAR;;;;1;8,50;0,00;1089,53;0,00;1089,53;1;0;1;0
1033;;1033;1135;PARLANTE LOGITECH Z607 5.1 SURROUND CON BT;;10,000;21;12180,00;50,00;22106,70;40,00;20632,92;30,00;19159,14;20,00;17685,36;PARLANTE USB;;;;1;105,00;0,00;14737,80;0,00;14737,80;1;0;1;0
1034;;1034;1136;MOTHER AM4 GIGABYTE A520M-H;;0,0000;10,5;8120,00;50,00;13458,90;40,00;12561,64;30,00;11664,38;20,00;10767,12;MOTHERBOARD;;;;1;70,00;0,00;8972,60;0,00;8972,60;1;0;1;1
1035;;1035;1137;MOTHER AM4 GIGABYTE GA-A320M-S2H ;;100,000;10,5;7308,00;50,00;12113,01;40,00;11305,48;30,00;10497,94;20,00;9690,41;MOTHERBOARD;;;;1;63,00;0,00;8075,34;0,00;8075,34;1;0;1;1
1036;;1036;1138;AURICULAR GTC TWS BLUETOOTH HSG-153;;10,000;21;1740,00;70,00;3579,18;60,00;3368,64;50,00;3158,10;30,00;2737,02;AURICULAR;;;;1;15,00;0,00;2105,40;0,00;2105,40;1;0;1;0
1037;;1037;1139;MINI PC Intel® NUC 10 - NUC10i3FNH ;;0,0000;21;46400,00;50,00;84216,00;40,00;78601,60;30,00;72987,20;20,00;67372,80;CPU COMPLETA;;;;1;400,00;0,00;56144,00;0,00;56144,00;1;0;1;0
1038;;1038;1140;MINI PC Intel® NUC 10 - NUC10i5FNHF 16GB RAM 1TB H;;0,0000;10,5;60320,00;50,00;99980,40;40,00;93315,04;30,00;86649,68;20,00;79984,32;CPU COMPLETA;;;;1;520,00;0,00;66653,60;0,00;66653,60;1;0;1;0
1039;;1039;1141;SMARTWACHT PCBOX SAFE PCB-RGPS001 ;;40,000;21;550,00;65,00;1098,08;50,00;998,25;30,00;865,15;30,00;865,15;RELOJ SMARTWATCH;FBG ENERGY SA;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;1
1040;;1040;1142;SMARTWATCH HAXLY QUO 2.0 BLACK/WHITE;;30,000;10,5;3596,00;50,00;5960,37;40,00;5563,01;30,00;5165,65;20,00;4768,30;RELOJ SMARTWATCH;;;;1;31,00;0,00;3973,58;0,00;3973,58;1;0;1;1
1041;;1041;1143;SMARTWATCH HAXLY QUO 2.0 BLACK/RED;;10,000;10,5;3596,00;50,00;5960,37;40,00;5563,01;30,00;5165,65;20,00;4768,30;RELOJ SMARTWATCH;;;;1;31,00;0,00;3973,58;0,00;3973,58;1;0;1;1
1042;;1042;1144;PARLANTE KANJI DANCE;;10,000;21;2436,00;70,00;5010,85;50,00;4421,34;30,00;3831,83;100,00;5895,12;PARLANTE PORTATIL;MUNDO FIX SA;;;1;21,00;0,00;2947,56;0,00;2947,56;1;0;1;0
