;;;COD. ARTIC.;NOMBRE;;STOCK;;;;LISTA 1;;LISTA 2;;LISTA 3;;LISTA 4;CATEGORIA;;;;;;;;;;;;;
1043;;1043;1145;MONITOR LG LED 22 22MN430H-B HDMI (II) ;;0,0000;21;19256,00;50,00;34949,64;40,00;32619,66;30,00;30289,69;20,00;27959,71;MONITOR;;;;1;166,00;0,00;23299,76;0,00;23299,76;1;0;1;1
1044;;1044;1146;CADDY SEGUNDO DISCO NOTEBOOK 9,5 MM;;20,000;10,5;580,00;70,00;1089,53;60,00;1025,44;50,00;961,35;30,00;833,17;REPUESTOS;;;;1;5,00;0,00;640,90;0,00;640,90;1;0;1;0
1045;;1045;1147;FLASHEO PS3;;0,0000;10,5;800,00;70,00;1502,80;50,00;1326,00;30,00;1149,20;100,00;1768,00;SERVICIO TECNICO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1046;;1046;1148;DRUM BROTHER DR 450/420;;100,000;21;812,00;70,00;1670,28;60,00;1572,03;30,00;1277,28;100,00;1965,04;CARTUCHO TONER;;;;1;7,00;0,00;982,52;0,00;982,52;1;0;1;0
1047;;1047;1149;INSTALACION DE CCTV (DVR + CAMARAS);;10,000;21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SERVICIO TECNICO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1048;;1048;1150;HP INK TANK 115 C/ SISTEMA CONTINUO;;40,000;10,5;12760,00;50,00;21149,70;40,00;19739,72;30,00;18329,74;20,00;16919,76;IMPRESORA TINTA;;;;1;110,00;0,00;14099,80;0,00;14099,80;1;0;1;1
1049;;1049;1151;TONER ALTER. BROTHER TN660 2320/2345/2350/2370/238;;30,000;21;522,00;70,00;1073,75;60,00;1010,59;50,00;947,43;30,00;821,11;CARTUCHO TONER;;;;1;4,50;0,00;631,62;0,00;631,62;1;1;1;0
1050;;1050;1152;OFFICE HOME AND BUSINESS 2019 ESD DIGITAL;;0,0000;21;23200,00;20,00;33686,40;20,00;33686,40;20,00;33686,40;10,00;30879,20;SOFTWARE;;;;1;200,00;0,00;28072,00;0,00;28072,00;1;0;1;1
1051;;1051;1153;PROYECTOR BENQ LH720 1080P CONFERENCE 4000L;;0,0000;21;188500,00;50,00;342127,50;40,00;319319,00;30,00;296510,50;20,00;273702,00;PROYECTOR;;;;1;1625,00;0,00;228085,00;0,00;228085,00;1;0;1;0
1052;;1052;1154;CARGADOR NOTEBOOK AUTO 80W;;10,000;10,5;210,00;65,00;382,88;50,00;348,07;30,00;301,67;30,00;301,67;ACCESORIO NOTEBOOK/TABLET;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1053;;1053;1155;CARGADOR NOTEBOOK ASUS MINI ORIGINAL 19v 2.1a Eee ;;0,0000;10,5;2320,00;50,00;3845,40;30,00;3332,68;20,00;3076,32;70,00;4358,12;ACCESORIO NOTEBOOK/TABLET;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1054;;1054;1156;MOUSE KLIP EXTREME FLEXOR KMW-750 ;;20,000;10,5;1589,20;70,00;2985,31;60,00;2809,71;30,00;2282,89;100,00;3512,13;MOUSE;INKTEC ARGENTINA SRL;;;1;13,70;0,00;1756,07;0,00;1756,07;1;1;1;0
1055;;1055;1157;MOUSE KLIP EXTREME EVEREST KMW-390 3D VERTICAL;;0,0000;10,5;1218,00;70,00;2288,01;60,00;2153,42;30,00;1749,66;100,00;2691,78;MOUSE;INKTEC ARGENTINA SRL;;;1;10,50;0,00;1345,89;0,00;1345,89;1;1;1;0
1056;;1056;1158;CABLE HDMI 1,5 M MALLADO;;60,000;10,5;255,20;70,00;479,39;60,00;451,19;50,00;422,99;30,00;366,59;CABLE DE VIDEO;;;;1;2,20;0,00;282,00;0,00;282,00;1;0;1;0
1057;;1057;1159;MICRO AMD RYZEN 5 3600 AM4 4.2GHz TURBO 6 CORE;;0,0000;10,5;24360,00;50,00;40376,70;40,00;37684,92;30,00;34993,14;20,00;32301,36;PROCESADOR;;;;1;210,00;0,00;26917,80;0,00;26917,80;1;0;1;1
1058;;1058;1160;PIN DE CARGA LENOVO G40-30 G40-45 G40-70 G40-80;;0,0000;21;3016,00;50,00;5474,04;40,00;5109,10;30,00;4744,17;20,00;4379,23;REPUESTOS;;;;1;26,00;0,00;3649,36;0,00;3649,36;1;0;1;0
1059;;1059;1161;"RACK MURAL SOHO 12U500 12U 500MM 19"" PUERTA CRISTA";;0,0000;21;15660,00;50,00;28422,90;40,00;26528,04;30,00;24633,18;20,00;22738,32;SERVIDOR;;;;1;135,00;0,00;18948,60;0,00;18948,60;1;0;1;0
1060;;1060;1162;POXIRAN ;;0,0000;21;350,00;65,00;698,78;50,00;635,25;30,00;550,55;100,00;847,00;ARTICULOS VARIOS;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1061;;1061;1163;MERCADO PAGO POINT SMART - LECTOR DE TARJETAS;;90,000;21;2204,00;50,00;4000,26;40,00;3733,58;30,00;3466,89;20,00;3200,21;ARTICULOS VARIOS;;;;1;19,00;0,00;2666,84;0,00;2666,84;1;0;1;0
1062;;1062;1164;EPSON L14150 MF A3 C/ SISTEMA CONTINUO;;0,0000;21;81200,00;50,00;147378,00;40,00;137552,80;30,00;127727,60;20,00;117902,40;IMPRESORA TINTA;;;;1;700,00;0,00;98252,00;0,00;98252,00;1;0;1;1
1063;;1063;1165;VIDEO GF-MSI 1030 2GB GD4 LP OC;;10,000;10,5;16820,00;50,00;27879,15;40,00;26020,54;30,00;24161,93;20,00;22303,32;PLACA DE VIDEO;;;;1;145,00;0,00;18586,10;0,00;18586,10;1;0;1;1
1064;;1064;1166;COOLER AMD AM3;;10,000;10,5;649,60;70,00;1220,27;50,00;1076,71;30,00;933,15;100,00;1435,62;COOLER;;;;1;5,60;0,00;717,81;0,00;717,81;1;0;1;0
1065;;1065;1167;CARTUCHO ALTER. HP 664 XL NEGRO;;20,000;10,5;1856,00;70,00;3486,50;60,00;3281,41;50,00;3076,32;30,00;2666,14;CARTUCHO TINTA;;;;1;16,00;0,00;2050,88;0,00;2050,88;1;1;1;0
1066;;1066;1168;KIT 8 SWITCHES REDRAGON BLUE MSB8;;0,0000;21;580,00;50,00;1052,70;40,00;982,52;30,00;912,34;20,00;842,16;TECLADO;;;;1;5,00;0,00;701,80;0,00;701,80;1;0;1;0
1067;;1067;1169;KIT 8 SWITCHES REDRAGON BROWN MSB8;;0,0000;21;580,00;50,00;1052,70;40,00;982,52;30,00;912,34;20,00;842,16;TECLADO;;;;1;5,00;0,00;701,80;0,00;701,80;1;0;1;0
1068;;1068;1170;KIT 8 SWITCHES REDRAGON BLACK MSB8;;0,0000;21;580,00;50,00;1052,70;40,00;982,52;30,00;912,34;20,00;842,16;TECLADO;;;;1;5,00;0,00;701,80;0,00;701,80;1;0;1;0
1069;;1069;1171;KIT 8 SWITCHES REDRAGON RED MSB8;;0,0000;21;580,00;50,00;1052,70;40,00;982,52;30,00;912,34;20,00;842,16;TECLADO;;;;1;5,00;0,00;701,80;0,00;701,80;1;0;1;0
1070;;1070;1172;JOYSTICK GTC PS4 INALAMBRICO NEGRO;;10,000;21;2900,00;70,00;5965,30;60,00;5614,40;50,00;5263,50;30,00;4561,70;ACCESORIO GAMER;;;;1;25,00;0,00;3509,00;0,00;3509,00;1;0;1;0
1071;;1071;1173;Escaner Scanner Empresarial Kodak Alaris E1025 50i;;0,0000;21;56840,00;0,00;68776,40;0,00;68776,40;0,00;68776,40;0,00;68776,40;IMPRESORA TINTA;;;;1;490,00;0,00;68776,40;0,00;68776,40;1;0;1;1
1072;;1072;1174;TONER ALTER. HP 80/505X;;100,000;21;812,00;70,00;1670,28;60,00;1572,03;50,00;1473,78;30,00;1277,28;CARTUCHO TONER;;;;1;7,00;0,00;982,52;0,00;982,52;1;1;1;0
1073;;1073;1175;CARGADOR 2 EN 1 SAMSUNG;;0,0000;10,5;255,20;100,00;563,99;80,00;507,59;50,00;422,99;150,00;704,99;PLOTTER;;;;1;2,20;0,00;282,00;0,00;282,00;1;0;1;0
1074;;1074;1176;COMBO LOGITECH MK270 (T Y M) INALAMBRICO;;10,000;10,5;2320,00;50,00;3845,40;40,00;3589,04;30,00;3332,68;20,00;3076,32;TECLADO;;;;1;20,00;0,00;2563,60;0,00;2563,60;1;0;1;0
1075;;1075;1177;COMBO LOGITECH MK235 (T Y M) INALAMBRICO GRIS;;0,0000;10,5;1740,00;50,00;2884,05;40,00;2691,78;30,00;2499,51;20,00;2307,24;TECLADO;;;;1;15,00;0,00;1922,70;0,00;1922,70;1;0;1;0
1076;;1076;1178;ROUTER TP-LINK ARCHER C6U AC1200 DUAL BAND MIMO A ;;50,000;10,5;4408,00;50,00;7306,26;40,00;6819,18;30,00;6332,09;20,00;5845,01;CONECTIVIDAD;;;;1;38,00;0,00;4870,84;0,00;4870,84;1;0;1;1
1077;;1077;1179;MICRO INTEL CORE I7 10700 S1200 SCOMET LAKE 2.9GHZ;;10,000;10,5;46400,00;50,00;76908,00;40,00;71780,80;30,00;66653,60;20,00;61526,40;PROCESADOR;;;;1;400,00;0,00;51272,00;0,00;51272,00;1;1;1;1
1079;;1079;1181;FUENTE SENTEY 650W LNZ ZX650-LS;;10,000;21;4640,00;30,00;7298,72;20,00;6737,28;10,00;6175,84;10,00;6175,84;FUENTE;;;;1;40,00;0,00;5614,40;0,00;5614,40;1;1;1;0
1080;;1080;1182;ESTABILIZADOR FORZA FVR-1202A REG 1200VA/600W;;0,0000;21;2552,00;50,00;4631,88;40,00;4323,09;30,00;4014,30;20,00;3705,50;ESTABILIZADOR/UPS;;;;1;22,00;0,00;3087,92;0,00;3087,92;1;0;1;1
1081;;1081;1183;HP LASERJET PRO M404;;0,0000;10,5;56840,00;0,00;62808,20;0,00;62808,20;0,00;62808,20;0,00;62808,20;IMPRESORA LASER;;;;1;490,00;0,00;62808,20;0,00;62808,20;1;0;1;1
1082;;1082;1184;FUENTE SEASONIC 850 W REAL FOCUS GX-850 80+ GOLD;;0,0000;21;22040,00;70,00;45336,28;60,00;42669,44;30,00;34668,92;100,00;53336,80;FUENTE;;;;1;190,00;0,00;26668,40;0,00;26668,40;1;0;1;0
1083;;1083;1185;CARGADOR SEISA AUTO 3.6A 2 PUERTOS METALICO USB C/;;10,000;10,5;1044,00;70,00;1961,15;60,00;1845,79;50,00;1730,43;30,00;1499,71;PLOTTER;;;;1;9,00;0,00;1153,62;0,00;1153,62;1;0;1;0
1084;;1084;1186;CARGADOR NOTEBOOK UNIVERSAL 120W 9 FICHA HP;;0,0000;10,5;1160,00;70,00;2179,06;60,00;2050,88;50,00;1922,70;30,00;1666,34;ACCESORIO NOTEBOOK/TABLET;;;;1;10,00;0,00;1281,80;0,00;1281,80;1;0;1;0
1085;;1085;1187;HUB USB X4 PUERTOS CON SWITCH Y ENTRADA FUENTE;;60,000;10,5;475,60;70,00;893,41;60,00;840,86;50,00;788,31;30,00;683,20;CABLE DE DATOS;;;;1;4,10;0,00;525,54;0,00;525,54;1;0;1;0
1086;;1086;1188;PAPEL FOTO GLOSSY A4 210G 20 H REDCORE;;10,000;21;232,00;70,00;477,22;50,00;421,08;30,00;364,94;100,00;561,44;ARTICULOS DE LIBRERIA;;;;1;2,00;0,00;280,72;0,00;280,72;1;0;1;0
1087;;1087;1189;MOUSE GENIUS NX-7000 BLACK WIRELESS  ;;10,000;10,5;696,00;70,00;1307,44;60,00;1230,53;50,00;1153,62;30,00;999,80;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;1;1;0
1088;;1088;1190;CONTENIDOS MULTIMEDIA;;10,000;21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SERVICIO TECNICO;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1089;;1089;1191;BROTHER HL-L2320D LASER MONO;;0,0000;10,5;17400,00;50,00;28840,50;40,00;26917,80;30,00;24995,10;20,00;23072,40;IMPRESORA LASER;;;;1;150,00;0,00;19227,00;0,00;19227,00;1;0;1;1
1090;;1090;1192;CARTUCHO HP 954XL MAGENTA;;0,0000;10,5;4872,00;70,00;9152,05;50,00;8075,34;30,00;6998,63;100,00;10767,12;CARTUCHO TINTA;;;;1;42,00;0,00;5383,56;0,00;5383,56;1;1;1;0
1091;;1091;1193;LEXMARK LASER MULTIFUNCION  MX611DHE;;10,000;21;32480,00;50,00;58951,20;40,00;55021,12;30,00;51091,04;100,00;78601,60;IMPRESORA LASER;;;;1;280,00;0,00;39300,80;0,00;39300,80;1;0;1;1
1092;;1092;1194;"NB BANGHO MAX 15"" L5 I5 8GB SSD 240GB";;0,0000;10,5;78880,00;50,00;130743,60;40,00;122027,36;30,00;113311,12;20,00;104594,88;NOTEBOOK;;;;1;680,00;0,00;87162,40;0,00;87162,40;1;0;1;1
1093;;1093;1195;CARTUCHO HP 728 300ML T730 T830;;0,0000;10,5;7000,00;45,00;11215,75;30,00;10055,50;20,00;9282,00;70,00;13149,50;CARTUCHO TINTA;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1094;;1094;1196;FUENTE CROMAX 500W KC-DDA-500;;190,000;21;1682,00;50,00;3052,83;40,00;2849,31;30,00;2645,79;20,00;2442,26;FUENTE;;;;1;14,50;0,00;2035,22;0,00;2035,22;1;0;1;0
1095;;1095;1197;FUENTE CROMAX 600W KC-DDA-600;;50,000;21;1856,00;50,00;3368,64;40,00;3144,06;30,00;2919,49;20,00;2694,91;FUENTE;;;;1;16,00;0,00;2245,76;0,00;2245,76;1;0;1;0
1096;;1096;1198;PENDRIVE 32GB SANDISK CRUZE FIT;;0,0000;10,5;904,80;50,00;1499,71;40,00;1399,73;30,00;1299,75;20,00;1199,76;PENDRIVE;;;;1;7,80;0,00;999,80;0,00;999,80;1;0;1;1
1098;;1098;1200;MOUSE GENIUS DX-110 USB AZUL;;0,0000;10,5;348,00;70,00;653,72;60,00;615,26;30,00;499,90;20,00;461,45;MOUSE;;;;1;3,00;0,00;384,54;0,00;384,54;1;1;1;0
1099;;1099;1201;MOUSE GENIUS NX-7000 GREEN WIRELESS  ;;0,0000;10,5;696,00;70,00;1307,44;60,00;1230,53;30,00;999,80;20,00;922,90;MOUSE;;;;1;6,00;0,00;769,08;0,00;769,08;1;1;1;0
1100;;1100;1202;CONVERSOR DE AUDIO OPTICO A RCA;;0,0000;10,5;1160,00;70,00;2179,06;60,00;2050,88;50,00;1922,70;30,00;1666,34;ARTICULOS VARIOS;;;;1;10,00;0,00;1281,80;0,00;1281,80;1;0;1;0
1101;;1101;1203;CABLE HDMI 15 MTRS MALLADO;;20,000;10,5;1624,00;70,00;3050,68;60,00;2871,23;50,00;2691,78;30,00;2332,88;CABLE DE VIDEO;;;;1;14,00;0,00;1794,52;0,00;1794,52;1;0;1;0
1102;;1102;1204;PAD REDRAGON PAD P016 PISCES;;0,0000;21;812,00;50,00;1473,78;40,00;1375,53;30,00;1277,28;20,00;1179,02;PAD PARA MOUSE;;;;1;7,00;0,00;982,52;0,00;982,52;1;0;1;0
1103;;1103;1205;UPS FORZA NT502A INTERACTIVE 500VA/250W 4 IRAM;;0,0000;10,5;5336,00;50,00;8844,42;40,00;8254,79;30,00;7665,16;20,00;7075,54;ESTABILIZADOR/UPS;;;;1;46,00;0,00;5896,28;0,00;5896,28;1;0;1;0
1104;;1104;1206;REFLECTOR LED 100W 220V IP66;;0,0000;10,5;715,00;70,00;1343,13;50,00;1185,11;30,00;1027,10;100,00;1580,15;LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1105;;1105;1207;REFLECTOR LED RGB 50W 220V EXTERIOR 16 COLORES;;0,0000;10,5;1176,00;70,00;2209,12;50,00;1949,22;30,00;1689,32;100,00;2598,96;LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1106;;1106;1208;EPSON L1800 INKJET COLOR A3 ECOTANK ;;0,0000;10,5;92800,00;50,00;153816,00;40,00;143561,60;30,00;133307,20;20,00;123052,80;IMPRESORA TINTA;;;;1;800,00;0,00;102544,00;0,00;102544,00;1;0;1;1
1107;;1107;1209;MOTHER 1200 ASUS PRIME B560M-A;;50,000;10,5;13340,00;50,00;22111,05;40,00;20636,98;30,00;19162,91;20,00;17688,84;MOTHERBOARD;;;;1;115,00;0,00;14740,70;0,00;14740,70;1;0;1;1
1108;;1108;1210;RED LAN PCI TP-LINK TF-3269DL 10/100/1000;;70,000;10,5;300,00;65,00;546,98;50,00;497,25;30,00;430,95;100,00;663,00;CONECTIVIDAD;AIR SRL;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;1
1109;;1109;1211;UPS TRV 650 NEO 4 TOMAS 4X220V + USB + SOFT;;0,0000;10,5;6960,00;50,00;11536,20;40,00;10767,12;30,00;9998,04;20,00;9228,96;ESTABILIZADOR/UPS;;;;1;60,00;0,00;7690,80;0,00;7690,80;1;0;1;0
1110;;1110;1212;MOTHER AM4 ASUS PRIME B550M-A AC WIFI;;10,000;10,5;15080,00;50,00;24995,10;40,00;23328,76;30,00;21662,42;20,00;19996,08;MOTHERBOARD;;;;1;130,00;0,00;16663,40;0,00;16663,40;1;0;1;1
1111;;1111;1213;MOTHER AMD GIGABYTE + MICRO E2500N;;10,000;10,5;5800,00;50,00;9613,50;40,00;8972,60;30,00;8331,70;20,00;7690,80;MOTHERBOARD;;;;1;50,00;0,00;6409,00;0,00;6409,00;1;0;1;1
1115;;1115;1217;NB GIGABYTE AERO15 Oled KD i7-3060-16DR4-512;;0,0000;10,5;278400,00;50,00;461448,00;40,00;430684,80;30,00;399921,60;20,00;369158,40;NOTEBOOK;;;;1;2400,00;0,00;307632,00;0,00;307632,00;1;0;1;1
1116;;1116;1218;OFFICE PROFESIONAL 2019 ESD DIGITAL;;0,0000;21;45240,00;20,00;65688,48;20,00;65688,48;20,00;65688,48;10,00;60214,44;SOFTWARE;;;;1;390,00;0,00;54740,40;0,00;54740,40;1;0;1;1
1117;;1117;1219;AURICULAR REDRAGON SOPORTE HA300 SCEPTER PRO ;;10,000;21;2668,00;50,00;4842,42;40,00;4519,59;30,00;4196,76;20,00;3873,94;AURICULAR;;;;1;23,00;0,00;3228,28;0,00;3228,28;1;1;1;0
1118;;1118;1220;MICRO AMD ATHLON 3000G 35 AM4 C/RADEON VEGA 3;;0,0000;10,5;7540,00;150,00;20829,25;100,00;16663,40;80,00;14997,06;50,00;12497,55;PROCESADOR;;;;1;65,00;0,00;8331,70;0,00;8331,70;1;1;1;1
1119;;1119;1221;BLUETOOTH USB C/ CONTROL DE VOLUMEN PARA CONECTAR;;10,000;10,5;210,00;100,00;464,10;80,00;417,69;50,00;348,07;150,00;580,13;PLACA DE AUDIO Y DATOS;MIRANDA;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1120;;1120;1222;CABLE PS4 ADAPTADOR AUDIO Y MICROFONO 3.5 ;;30,000;10,5;185,60;70,00;348,65;60,00;328,14;50,00;307,63;30,00;266,61;ACCESORIO GAMER;;;;1;1,60;0,00;205,09;0,00;205,09;1;0;1;0
1121;;1121;1223;CABLE EXTENCION USB M/H 1M REFORZADO;;0,0000;10,5;116,00;100,00;256,36;80,00;230,72;50,00;192,27;150,00;320,45;CABLE DE DATOS;;;;1;1,00;0,00;128,18;0,00;128,18;1;0;1;0
1122;;1122;1224;FICHA MINI OTG V8 A USB;;20,000;10,5;92,80;70,00;174,32;60,00;164,07;50,00;153,82;30,00;133,31;ARTICULOS VARIOS;;;;1;0,80;0,00;102,54;0,00;102,54;1;0;1;0
1123;;1123;1225;"MONITOR REDRAGON EMERALD 27"" GM270F165";;10,000;21;43732,00;50,00;79373,58;40,00;74082,01;30,00;68790,44;20,00;63498,86;MONITOR;;;;1;377,00;0,00;52915,72;0,00;52915,72;1;1;1;1
1124;;1124;1226;FLASH LED BLANCO 9748;;0,0000;10,5;1508,00;70,00;2832,78;50,00;2499,51;30,00;2166,24;100,00;3332,68;ARTICULOS VARIOS;;;;1;13,00;0,00;1666,34;0,00;1666,34;1;0;1;0
1125;;1125;1227;AURICULAR AKG SAMSUNG S8/10+;;180,000;10,5;278,40;70,00;522,97;60,00;492,21;50,00;461,45;30,00;399,92;AURICULAR;;;;1;2,40;0,00;307,63;0,00;307,63;1;0;1;0
1126;;1126;1228;CABLE GTC USB A MICRO USB CARGA RAPIDA 3.0;;190,000;21;174,00;70,00;357,92;60,00;336,86;50,00;315,81;30,00;273,70;CABLE DE DATOS;;;;1;1,50;0,00;210,54;0,00;210,54;1;0;1;0
1127;;1127;1229;"TPU TABLET 7"" BIGEAR COLORES DINAX";;10,000;10,5;394,40;100,00;871,62;80,00;784,46;50,00;653,72;150,00;1089,53;ACCESORIO NOTEBOOK/TABLET;;;;1;3,40;0,00;435,81;0,00;435,81;1;0;1;0
1128;;1128;1230;"MONITOR SAMSUNG 22"" T350H HDMI";;0,0000;21;16820,00;50,00;30528,30;40,00;28493,08;30,00;26457,86;20,00;24422,64;MONITOR;;;;1;145,00;0,00;20352,20;0,00;20352,20;1;1;1;1
1129;;1129;1231;TONER ALTER. XEROX 3020/3025 ;;0,0000;21;696,00;70,00;1431,67;60,00;1347,46;50,00;1263,24;30,00;1094,81;CARTUCHO TONER;;;;1;6,00;0,00;842,16;0,00;842,16;1;1;1;0
1130;;1130;1232;MOTHER AM4 ASUS PRIME A520M-A II;;30,000;10,5;9396,00;50,00;15573,87;40,00;14535,61;30,00;13497,35;20,00;12459,10;MOTHERBOARD;;;;1;81,00;0,00;10382,58;0,00;10382,58;1;0;1;1
1131;;1131;1233;AURICULAR REDRAGON H220 THEMIS 2;;0,0000;21;1856,00;50,00;3368,64;40,00;3144,06;30,00;2919,49;20,00;2694,91;AURICULAR;;;;1;16,00;0,00;2245,76;0,00;2245,76;1;1;1;0
1132;;1132;1234;PAD REDRAGON P011 ORION RGB;;0,0000;21;2900,00;50,00;5263,50;40,00;4912,60;30,00;4561,70;20,00;4210,80;AURICULAR;;;;1;25,00;0,00;3509,00;0,00;3509,00;1;1;1;0
1133;;1133;1235;COMBO REDRAGON M601 + P006 MOUSE + MOUSEPAD;;20,000;10,5;1856,00;50,00;3076,32;40,00;2871,23;30,00;2666,14;20,00;2461,06;TECLADO;;;;1;16,00;0,00;2050,88;0,00;2050,88;1;1;1;0
1134;;1134;1236;CONVERSOR HDMI A RCA VIDEO ;;0,0000;10,5;962,80;70,00;1808,62;50,00;1595,84;30,00;1383,06;100,00;2127,79;CABLE DE VIDEO;;;;1;8,30;0,00;1063,89;0,00;1063,89;1;0;1;0
1135;;1135;1237;"NB IDEAPAD 3 15"" I5-1035G4 4GB 256SSD";;0,0000;10,5;83520,00;50,00;138434,40;40,00;129205,44;30,00;119976,48;20,00;110747,52;NOTEBOOK;;;;1;720,00;0,00;92289,60;0,00;92289,60;1;0;1;1
1136;;1136;1238;"NB BANGHO MAX 14"" L4 I1 CELERON 4GB SSD 120GB W11H";;80,000;10,5;31900,00;50,00;52874,25;40,00;49349,30;30,00;45824,35;20,00;42299,40;NOTEBOOK;;;;1;275,00;0,00;35249,50;0,00;35249,50;1;0;1;1
1137;;1137;1239;TIRA LED RGB, 5M, EFECTOS, EXTERIOR INTELIGENTE;;0,0000;10,5;490,00;70,00;920,47;50,00;812,18;30,00;703,89;100,00;1082,90;LED;;;;0;0,00;0,00;0,00;0,00;0,00;1;0;1;0
1138;;1138;1240;TONER PANTUM P2200/2500/2600 SERIES;;0,0000;21;3514,80;70,00;7229,94;50,00;6379,36;30,00;5528,78;100,00;8505,82;CARTUCHO TONER;;;;1;30,30;0,00;4252,91;0,00;4252,91;1;1;1;0
1139;;1139;1241;CARGADOR ONLY AUTO 2A TIPO FRANJA COLOR;;0,0000;10,5;174,00;100,00;384,54;80,00;346,09;50,00;288,41;150,00;480,68;PLOTTER;;;;1;1,50;0,00;192,27;0,00;192,27;1;0;1;0
1140;;1140;1242;CABLE USB V8 1M CARGA RAPIDA 5A ULTRA ;;20,000;10,5;348,00;70,00;653,72;60,00;615,26;50,00;576,81;30,00;499,90;CABLE DE DATOS;;;;1;3,00;0,00;384,54;0,00;384,54;1;0;1;0
1141;;1141;1243;MICRO INTEL CORE I9-10900KF 1200 SIN COOLER;;0,0000;10,5;56840,00;50,00;94212,30;40,00;87931,48;30,00;81650,66;20,00;75369,84;PROCESADOR;;;;1;490,00;0,00;62808,20;0,00;62808,20;1;1;1;1
1142;;1142;1244;IMPRESORA EPSON LX-350 MATRICIAL;;0,0000;10,5;26680,00;50,00;44222,10;40,00;41273,96;30,00;38325,82;20,00;35377,68;IMPRESORA MATRIZ DE PUNTO;;;;1;230,00;0,00;29481,40;0,00;29481,40;1;0;1;1
1143;;1143;1245;"SSD KINGSTON 2.5"" 480GB A400";;0,0000;10,5;5800,00;50,00;9613,50;40,00;8972,60;30,00;8331,70;20,00;7690,80;DISCO SATA Y USB;;;;1;50,00;0,00;6409,00;0,00;6409,00;1;1;1;1
1145;;1145;1247;"FUNDA MAXSER 15/16"" NEOPRENE";;770,000;21;928,00;70,00;1908,90;60,00;1796,61;50,00;1684,32;30,00;1459,74;ACCESORIO NOTEBOOK/TABLET;;;;1;8,00;0,00;1122,88;0,00;1122,88;1;0;1;0
1146;;1146;1248;"SSD KINGSTON 2.5"" 960GB A400";;0,0000;10,5;10788,00;50,00;17881,11;40,00;16689,04;30,00;15496,96;20,00;14304,89;DISCO SATA Y USB;;;;1;93,00;0,00;11920,74;0,00;11920,74;1;1;1;1
1147;;1147;1249;PENDRIVE 16GB SANDISK 3.0 ULTRA FIT;;0,0000;21;580,00;70,00;1193,06;60,00;1122,88;30,00;912,34;100,00;1403,60;PENDRIVE;;;;1;5,00;0,00;701,80;0,00;701,80;1;0;1;1
1148;;1148;1250;AURICULAR GENIUS HS-04SU C/MICROFONO;;0,0000;21;1566,00;70,00;3221,26;60,00;3031,78;30,00;2463,32;100,00;3789,72;AURICULAR;;;;1;13,50;0,00;1894,86;0,00;1894,86;1;0;1;0
1149;;1149;1251;AURICULAR KLIP XTREME HS-215 NEGRO NEATBUDS C/M;;0,0000;21;864,20;70,00;1777,66;50,00;1568,52;30,00;1359,39;100,00;2091,36;AURICULAR;;;;1;7,45;0,00;1045,68;0,00;1045,68;1;0;1;0
1150;;1150;1252;MOUSE GENIUS NX-7015 PLATEADO WIRELESS;;20,000;10,5;1020,80;70,00;1917,57;60,00;1804,77;30,00;1466,38;100,00;2255,97;MOUSE;;;;1;8,80;0,00;1127,98;0,00;1127,98;1;1;1;0
1151;;1151;1253;VIDEO ATI-GIGABYTE RADEON RX 570 8GB GAMING ;;0,0000;10,5;27260,00;50,00;45183,45;40,00;42171,22;20,00;36146,76;70,00;51207,91;PLACA DE VIDEO;;;;1;235,00;0,00;30122,30;0,00;30122,30;1;0;1;1
1152;;1152;1254;ROUTER NEXXT NEBULA 300 PLUS DE 300 MBPS;;40,000;10,5;1044,00;50,00;1730,43;40,00;1615,07;30,00;1499,71;20,00;1384,34;CONECTIVIDAD;;;;1;9,00;0,00;1153,62;0,00;1153,62;1;0;1;1
1153;;1153;1255;AURICULAR GENIUS HS-300N C/MICROFONO;;10,000;21;754,00;70,00;1550,98;60,00;1459,74;50,00;1368,51;30,00;1186,04;AURICULAR;;;;1;6,50;0,00;912,34;0,00;912,34;1;0;1;0
1154;;1154;1256;AURICULAR GENIUS HS-400A GREEN C/MICROFONO;;10,000;21;1392,00;70,00;2863,34;60,00;2694,91;30,00;2189,62;100,00;3368,64;AURICULAR;;;;1;12,00;0,00;1684,32;0,00;1684,32;1;0;1;0
